tweet_dt,topic,id,username,name,number of followers,tweet,tag_type,tag,sentiment,polarity,like_count,reply_count,retweet_count,account_start_date,verified_user,location,total number of tweets
2020-09-18,Pakistan,1306813437352181766,PriyankaLahiri_,Priyanka,12006,@sob_dylan This time i cant even go to pakistan. Waha se bhi nikaal denge,,Waha,POSITIVE,0.8706138134002686,0,0,0,2009-06-14 20:10:40,False,India,71542
2020-09-18,Pakistan,1306813435796127745,156kph,WAZIR🇵🇰,448,@IbrahimReporter @Farhan_YusEfzai @mak_asif @aaliaaaliya @afghcricket Afghan players used to play cricket in Pakist… https://t.co/iV9FOXbSys,,Afghan,NEGATIVE,-0.680034339427948,0,0,0,2018-02-11 21:57:06,False,"Quetta, Pakistan",7595
2020-09-18,Pakistan,1306813435796127745,156kph,WAZIR🇵🇰,448,@IbrahimReporter @Farhan_YusEfzai @mak_asif @aaliaaaliya @afghcricket Afghan players used to play cricket in Pakist… https://t.co/iV9FOXbSys,,Pakist,NEGATIVE,-0.680034339427948,0,0,0,2018-02-11 21:57:06,False,"Quetta, Pakistan",7595
2020-09-18,Pakistan,1306813422877773824,faisalnadim88,My name is Pakistan,710,"@betterpakistan India Wants Pakistan Blacklist in FATF case.
PML N &amp;PPP wants Pakistan blacklist by opposing FATF b… https://t.co/DNvzEaFawY",,India,NEGATIVE,-0.9932506680488586,0,0,0,2011-12-28 11:34:33,False,"Multan, Pakistan",24707
2020-09-18,Pakistan,1306813422877773824,faisalnadim88,My name is Pakistan,710,"@betterpakistan India Wants Pakistan Blacklist in FATF case.
PML N &amp;PPP wants Pakistan blacklist by opposing FATF b… https://t.co/DNvzEaFawY",,Pakistan,NEGATIVE,-0.9932506680488586,0,0,0,2011-12-28 11:34:33,False,"Multan, Pakistan",24707
2020-09-18,Pakistan,1306813422877773824,faisalnadim88,My name is Pakistan,710,"@betterpakistan India Wants Pakistan Blacklist in FATF case.
PML N &amp;PPP wants Pakistan blacklist by opposing FATF b… https://t.co/DNvzEaFawY",,FATF,NEGATIVE,-0.9932506680488586,0,0,0,2011-12-28 11:34:33,False,"Multan, Pakistan",24707
2020-09-18,Pakistan,1306813422877773824,faisalnadim88,My name is Pakistan,710,"@betterpakistan India Wants Pakistan Blacklist in FATF case.
PML N &amp;PPP wants Pakistan blacklist by opposing FATF b… https://t.co/DNvzEaFawY",,PML N &amp,NEGATIVE,-0.9932506680488586,0,0,0,2011-12-28 11:34:33,False,"Multan, Pakistan",24707
2020-09-18,Pakistan,1306813422877773824,faisalnadim88,My name is Pakistan,710,"@betterpakistan India Wants Pakistan Blacklist in FATF case.
PML N &amp;PPP wants Pakistan blacklist by opposing FATF b… https://t.co/DNvzEaFawY",,PPP,NEGATIVE,-0.9932506680488586,0,0,0,2011-12-28 11:34:33,False,"Multan, Pakistan",24707
2020-09-18,Pakistan,1306813422877773824,faisalnadim88,My name is Pakistan,710,"@betterpakistan India Wants Pakistan Blacklist in FATF case.
PML N &amp;PPP wants Pakistan blacklist by opposing FATF b… https://t.co/DNvzEaFawY",,Pakistan,NEGATIVE,-0.9932506680488586,0,0,0,2011-12-28 11:34:33,False,"Multan, Pakistan",24707
2020-09-18,Pakistan,1306813422877773824,faisalnadim88,My name is Pakistan,710,"@betterpakistan India Wants Pakistan Blacklist in FATF case.
PML N &amp;PPP wants Pakistan blacklist by opposing FATF b… https://t.co/DNvzEaFawY",,FATF,NEGATIVE,-0.9932506680488586,0,0,0,2011-12-28 11:34:33,False,"Multan, Pakistan",24707
2020-09-18,Pakistan,1306813406003884032,atmanirbhar2020,Atmanirbhar Bharat 🙏,62,"People have started to understand Opposition is totally jobless all over the country. 😜😀🤣🤙

Even bots from Pakistan… https://t.co/w7nqzNDh8f",,Pakistan,NEGATIVE,-0.9996868371963501,0,0,0,2020-07-14 12:08:39,False,Jambudweepe,7951
2020-09-18,Pakistan,1306813365122105344,NoorGul18208789,Noor Gul,20,"Going to hospital 

Other countries:-
Chocolates , balloons , flowers and cards 

In Pakistan :-
2kg saib , 2 darjan kely , 1 kg santry",,Pakistan,NEGATIVE,-0.9986786246299744,0,0,0,2020-09-15 09:58:03,False,,42
2020-09-18,Pakistan,1306813332305768448,RichardBarrow,Richard Barrow in Thailand 🇹🇭🇬🇧,167146,"Official #COVID19 update in #Thailand on Friday:
🔸3,497 people infected (+7)
🔸3,328 discharged from hospital (+3)
🔸… https://t.co/Snx2slOxiT",,Thailand,NEGATIVE,-0.999968409538269,2,0,0,2009-09-09 16:18:56,True,"Samut Prakan, Thailand",95268
2020-09-18,Pakistan,1306813332305768448,RichardBarrow,Richard Barrow in Thailand 🇹🇭🇬🇧,167146,"Official #COVID19 update in #Thailand on Friday:
🔸3,497 people infected (+7)
🔸3,328 discharged from hospital (+3)
🔸… https://t.co/Snx2slOxiT",Hashtag,#COVID19,NEGATIVE,-0.999968409538269,2,0,0,2009-09-09 16:18:56,True,"Samut Prakan, Thailand",95268
2020-09-18,Pakistan,1306813332305768448,RichardBarrow,Richard Barrow in Thailand 🇹🇭🇬🇧,167146,"Official #COVID19 update in #Thailand on Friday:
🔸3,497 people infected (+7)
🔸3,328 discharged from hospital (+3)
🔸… https://t.co/Snx2slOxiT",Hashtag,#Thailand,NEGATIVE,-0.999968409538269,2,0,0,2009-09-09 16:18:56,True,"Samut Prakan, Thailand",95268
2020-09-18,Pakistan,1306813329856487424,AlinaAdyl,علینہ بتول ♡‏,3008,Here's the true sunni We both shia sunni want peace Government Should take action against these Takfiris Terrorist… https://t.co/Jtdh1ifmB5,,Takfiris,NEGATIVE,-0.9664740562438965,2,0,0,2019-03-18 14:21:27,False,🇵🇰,33466
2020-09-18,Pakistan,1306813300835901440,BPSingh24640608,B P Singh,11,"Pak to elevate Gilgit-Baltistan to full-fledged province: Report
 https://t.co/enXc0zBbPj
Download the TOI app now:
https://t.co/LKFaARQNH2",,Gilgit-Baltistan,POSITIVE,0.9648867845535278,0,0,0,2020-08-06 14:37:17,False,,43
2020-09-18,Pakistan,1306813299762368515,UrduWisdom,UrduWisdom,21,"500+ General Knowledge about Pakistan ( For all Competitive Exams ) https://t.co/VdC9QYQGZ5 via @YouTube 
#generalknowledge",,Pakistan,POSITIVE,0.9740938544273376,0,0,0,2019-12-26 07:51:57,False,,242
2020-09-18,Pakistan,1306813299762368515,UrduWisdom,UrduWisdom,21,"500+ General Knowledge about Pakistan ( For all Competitive Exams ) https://t.co/VdC9QYQGZ5 via @YouTube 
#generalknowledge",Hashtag,#generalknowledge,POSITIVE,0.9740938544273376,0,0,0,2019-12-26 07:51:57,False,,242
2020-09-18,Pakistan,1306813289570074630,Narsimhan17,Narsimhan,9,@imMAK02 @AijazZaka please leave IMMEDIATELY  for  HOMELAND PAKISTAN  that is where you belong,,PAKISTAN,NEGATIVE,-0.9816669225692749,0,0,0,2020-02-22 06:31:51,False,,5935
2020-09-18,Pakistan,1306813275330363392,_peacekeeper2,NewsFreak 2.0,604,This is Karachi in Pakistan where many Shias have been killed in Targeted Killings in just past 48 hours. Look at t… https://t.co/bRZe4Or8go,,Karachi,NEGATIVE,-0.9919689297676086,1,0,0,2020-01-22 02:15:08,False,India,1312
2020-09-18,Pakistan,1306813275330363392,_peacekeeper2,NewsFreak 2.0,604,This is Karachi in Pakistan where many Shias have been killed in Targeted Killings in just past 48 hours. Look at t… https://t.co/bRZe4Or8go,,Pakistan,NEGATIVE,-0.9919689297676086,1,0,0,2020-01-22 02:15:08,False,India,1312
2020-09-18,Pakistan,1306813275330363392,_peacekeeper2,NewsFreak 2.0,604,This is Karachi in Pakistan where many Shias have been killed in Targeted Killings in just past 48 hours. Look at t… https://t.co/bRZe4Or8go,,Shias,NEGATIVE,-0.9919689297676086,1,0,0,2020-01-22 02:15:08,False,India,1312
2020-09-18,Pakistan,1306813275330363392,_peacekeeper2,NewsFreak 2.0,604,This is Karachi in Pakistan where many Shias have been killed in Targeted Killings in just past 48 hours. Look at t… https://t.co/bRZe4Or8go,,Targeted Killings,NEGATIVE,-0.9919689297676086,1,0,0,2020-01-22 02:15:08,False,India,1312
2020-09-18,Pakistan,1306813268489646080,FazalUr29207365,Fazal Ur Rehman,110,"Chairperson of the CPEC Committee in the Senate of Pakistan, Senator @sherryrehman will be the chief guest for the… https://t.co/jhzZzL1iJM",,CPEC Committee,POSITIVE,0.8998381495475769,0,0,0,2020-07-03 01:15:25,False,,1343
2020-09-18,Pakistan,1306813268489646080,FazalUr29207365,Fazal Ur Rehman,110,"Chairperson of the CPEC Committee in the Senate of Pakistan, Senator @sherryrehman will be the chief guest for the… https://t.co/jhzZzL1iJM",,Senate of Pakistan,POSITIVE,0.8998381495475769,0,0,0,2020-07-03 01:15:25,False,,1343
2020-09-18,Pakistan,1306813251838242818,khanfliction,Daniyal Khan,885,@ikhanic00 my gorey loving cousins in Pakistan do,,Pakistan,POSITIVE,0.9507049918174744,0,0,0,2017-02-18 03:52:23,False,"Allen, TX",3319
2020-09-18,Pakistan,1306813241499189248,PromoterBoxing,Vengeance Is Mine!,3452,"A #Pakistan glacier, as viewed from a drone - in pictures

By: Polish photographer #David #Kaszlikowski took a seri… https://t.co/3DSI5jO2oL",,Pakistan,NEGATIVE,-0.9610505104064941,2,0,0,2009-10-18 21:17:11,False,United States Of America,22633
2020-09-18,Pakistan,1306813241499189248,PromoterBoxing,Vengeance Is Mine!,3452,"A #Pakistan glacier, as viewed from a drone - in pictures

By: Polish photographer #David #Kaszlikowski took a seri… https://t.co/3DSI5jO2oL",,Polish,NEGATIVE,-0.9610505104064941,2,0,0,2009-10-18 21:17:11,False,United States Of America,22633
2020-09-18,Pakistan,1306813241499189248,PromoterBoxing,Vengeance Is Mine!,3452,"A #Pakistan glacier, as viewed from a drone - in pictures

By: Polish photographer #David #Kaszlikowski took a seri… https://t.co/3DSI5jO2oL",,David Kaszlikowski,NEGATIVE,-0.9610505104064941,2,0,0,2009-10-18 21:17:11,False,United States Of America,22633
2020-09-18,Pakistan,1306813241499189248,PromoterBoxing,Vengeance Is Mine!,3452,"A #Pakistan glacier, as viewed from a drone - in pictures

By: Polish photographer #David #Kaszlikowski took a seri… https://t.co/3DSI5jO2oL",Hashtag,#Pakistan,NEGATIVE,-0.9610505104064941,2,0,0,2009-10-18 21:17:11,False,United States Of America,22633
2020-09-18,Pakistan,1306813241499189248,PromoterBoxing,Vengeance Is Mine!,3452,"A #Pakistan glacier, as viewed from a drone - in pictures

By: Polish photographer #David #Kaszlikowski took a seri… https://t.co/3DSI5jO2oL",Hashtag,#David,NEGATIVE,-0.9610505104064941,2,0,0,2009-10-18 21:17:11,False,United States Of America,22633
2020-09-18,Pakistan,1306813241499189248,PromoterBoxing,Vengeance Is Mine!,3452,"A #Pakistan glacier, as viewed from a drone - in pictures

By: Polish photographer #David #Kaszlikowski took a seri… https://t.co/3DSI5jO2oL",Hashtag,#Kaszlikowski,NEGATIVE,-0.9610505104064941,2,0,0,2009-10-18 21:17:11,False,United States Of America,22633
2020-09-18,Pakistan,1306813227871940611,shahidmalick1,Shahid Malick,156,"@mubasherlucman Definitely, you are wrong. Pakistan will stay forever IA...",,Pakistan,NEGATIVE,-0.6236705183982849,1,0,0,2012-02-11 16:46:53,False,"Faisalabad, Pakistan",172
2020-09-18,Pakistan,1306813213418299394,sagar152w,Sagar BM,12,"Another example of Pakistan following their Boss China!

What China is doing with Uyghurs,  Pakistan is doing with… https://t.co/LQoTs0qmPw",,Pakistan,NEGATIVE,-0.9991527795791626,0,0,0,2020-08-07 04:44:34,False,,51
2020-09-18,Pakistan,1306813213418299394,sagar152w,Sagar BM,12,"Another example of Pakistan following their Boss China!

What China is doing with Uyghurs,  Pakistan is doing with… https://t.co/LQoTs0qmPw",,China,NEGATIVE,-0.9991527795791626,0,0,0,2020-08-07 04:44:34,False,,51
2020-09-18,Pakistan,1306813213418299394,sagar152w,Sagar BM,12,"Another example of Pakistan following their Boss China!

What China is doing with Uyghurs,  Pakistan is doing with… https://t.co/LQoTs0qmPw",,China,NEGATIVE,-0.9991527795791626,0,0,0,2020-08-07 04:44:34,False,,51
2020-09-18,Pakistan,1306813213418299394,sagar152w,Sagar BM,12,"Another example of Pakistan following their Boss China!

What China is doing with Uyghurs,  Pakistan is doing with… https://t.co/LQoTs0qmPw",,Uyghurs,NEGATIVE,-0.9991527795791626,0,0,0,2020-08-07 04:44:34,False,,51
2020-09-18,Pakistan,1306813213418299394,sagar152w,Sagar BM,12,"Another example of Pakistan following their Boss China!

What China is doing with Uyghurs,  Pakistan is doing with… https://t.co/LQoTs0qmPw",,Pakistan,NEGATIVE,-0.9991527795791626,0,0,0,2020-08-07 04:44:34,False,,51
2020-09-18,Pakistan,1306813207315730432,pakistaninews,Pakistan News,95771,Pakistan re-elected to key UN body. #pakistan https://t.co/TWzckEXjJa,,Pakistan,POSITIVE,0.981209933757782,0,0,1,2009-02-02 18:33:47,False,"Islamabad, Pakistan",287881
2020-09-18,Pakistan,1306813207315730432,pakistaninews,Pakistan News,95771,Pakistan re-elected to key UN body. #pakistan https://t.co/TWzckEXjJa,,UN,POSITIVE,0.981209933757782,0,0,1,2009-02-02 18:33:47,False,"Islamabad, Pakistan",287881
2020-09-18,Pakistan,1306813207315730432,pakistaninews,Pakistan News,95771,Pakistan re-elected to key UN body. #pakistan https://t.co/TWzckEXjJa,,pakistan,POSITIVE,0.981209933757782,0,0,1,2009-02-02 18:33:47,False,"Islamabad, Pakistan",287881
2020-09-18,Pakistan,1306813207315730432,pakistaninews,Pakistan News,95771,Pakistan re-elected to key UN body. #pakistan https://t.co/TWzckEXjJa,Hashtag,#pakistan,POSITIVE,0.981209933757782,0,0,1,2009-02-02 18:33:47,False,"Islamabad, Pakistan",287881
2020-09-18,Pakistan,1306813194195922944,mikhaliq,Imran Khaliq,612,COVID-19 ain’t over yet. A rising trend since Ashura in Pakistan. 700+ today. Not w good picture,,Ashura,NEGATIVE,-0.991831362247467,0,0,0,2010-03-13 21:24:47,False,"Karachi, Pakistan",18778
2020-09-18,Pakistan,1306813194195922944,mikhaliq,Imran Khaliq,612,COVID-19 ain’t over yet. A rising trend since Ashura in Pakistan. 700+ today. Not w good picture,,Pakistan,NEGATIVE,-0.991831362247467,0,0,0,2010-03-13 21:24:47,False,"Karachi, Pakistan",18778
2020-09-18,Pakistan,1306813185056366592,BPSingh24640608,B P Singh,11,"Pakistan parliament passes three FATF related bills amid opposition protests
 https://t.co/qvEbwvEKwE
Download the… https://t.co/HUVnoiekga",,Pakistan,NEGATIVE,-0.9126481413841248,0,0,0,2020-08-06 14:37:17,False,,43
2020-09-18,Pakistan,1306813185056366592,BPSingh24640608,B P Singh,11,"Pakistan parliament passes three FATF related bills amid opposition protests
 https://t.co/qvEbwvEKwE
Download the… https://t.co/HUVnoiekga",,FATF,NEGATIVE,-0.9126481413841248,0,0,0,2020-08-06 14:37:17,False,,43
2020-09-18,Pakistan,1306813175732613124,TopTrendsWatch,Top Trends Watch 🇵🇰,6289,"Trending Topics in Pakistan on 18-Sep-20, 09:31:55

11 maxwell
12 Reko Diq
13 1 Go
14 3 Dinner
15 Parliament
16 ali… https://t.co/Y7skhaBSmh",,Pakistan,POSITIVE,0.9873867630958557,0,0,0,2010-03-18 06:47:03,False,Pakistan,71292
2020-09-18,Pakistan,1306813175732613124,TopTrendsWatch,Top Trends Watch 🇵🇰,6289,"Trending Topics in Pakistan on 18-Sep-20, 09:31:55

11 maxwell
12 Reko Diq
13 1 Go
14 3 Dinner
15 Parliament
16 ali… https://t.co/Y7skhaBSmh",,Reko Diq,POSITIVE,0.9873867630958557,0,0,0,2010-03-18 06:47:03,False,Pakistan,71292
2020-09-18,Pakistan,1306813175279484929,BPSingh24640608,B P Singh,11,"Pakistan 'epicenter of terrorism'; persecutes Hindus, Sikhs, Christians: India at Geneva
 /india/pakistan-epicenter… https://t.co/VILwil0tOM",,Pakistan,NEGATIVE,-0.6044613122940063,0,0,0,2020-08-06 14:37:17,False,,43
2020-09-18,Pakistan,1306813175279484929,BPSingh24640608,B P Singh,11,"Pakistan 'epicenter of terrorism'; persecutes Hindus, Sikhs, Christians: India at Geneva
 /india/pakistan-epicenter… https://t.co/VILwil0tOM",,Hindus,NEGATIVE,-0.6044613122940063,0,0,0,2020-08-06 14:37:17,False,,43
2020-09-18,Pakistan,1306813175279484929,BPSingh24640608,B P Singh,11,"Pakistan 'epicenter of terrorism'; persecutes Hindus, Sikhs, Christians: India at Geneva
 /india/pakistan-epicenter… https://t.co/VILwil0tOM",,Sikhs,NEGATIVE,-0.6044613122940063,0,0,0,2020-08-06 14:37:17,False,,43
2020-09-18,Pakistan,1306813175279484929,BPSingh24640608,B P Singh,11,"Pakistan 'epicenter of terrorism'; persecutes Hindus, Sikhs, Christians: India at Geneva
 /india/pakistan-epicenter… https://t.co/VILwil0tOM",,Christians,NEGATIVE,-0.6044613122940063,0,0,0,2020-08-06 14:37:17,False,,43
2020-09-18,Pakistan,1306813175279484929,BPSingh24640608,B P Singh,11,"Pakistan 'epicenter of terrorism'; persecutes Hindus, Sikhs, Christians: India at Geneva
 /india/pakistan-epicenter… https://t.co/VILwil0tOM",,India,NEGATIVE,-0.6044613122940063,0,0,0,2020-08-06 14:37:17,False,,43
2020-09-18,Pakistan,1306813175279484929,BPSingh24640608,B P Singh,11,"Pakistan 'epicenter of terrorism'; persecutes Hindus, Sikhs, Christians: India at Geneva
 /india/pakistan-epicenter… https://t.co/VILwil0tOM",,Geneva,NEGATIVE,-0.6044613122940063,0,0,0,2020-08-06 14:37:17,False,,43
2020-09-18,Pakistan,1306813168186949632,rhmalik51,Rashid Hussain Malik,12,"@Daanibhai Pakistan’s common man is not corrupt. It is Pakistani so called Elite class, politicians and high placed… https://t.co/3Ky3jnhCW1",,Daanibhai Pakistan,POSITIVE,0.8564014434814453,0,0,0,2013-02-23 03:20:37,False,"Rawalpindi, Pakistan",2290
2020-09-18,Pakistan,1306813168186949632,rhmalik51,Rashid Hussain Malik,12,"@Daanibhai Pakistan’s common man is not corrupt. It is Pakistani so called Elite class, politicians and high placed… https://t.co/3Ky3jnhCW1",,Pakistani,POSITIVE,0.8564014434814453,0,0,0,2013-02-23 03:20:37,False,"Rawalpindi, Pakistan",2290
2020-09-18,Pakistan,1306813166077317120,FarhanHSiddiqi,Farhan Siddiqi,1414,"I write on the normative, statist and structural impulses in Pakistan’s foreign policy and its two key objectives:… https://t.co/7axGlHa0hS",,Pakistan,POSITIVE,0.9887827038764954,0,0,0,2013-02-05 06:02:17,False,"Islamabad, Pakistan",4945
2020-09-18,Pakistan,1306813127028363264,Diaa_tweets,shaھ zadi,2856,"Good Morning Pakistan 🌺
Have a blessed day 💕",,Pakistan,POSITIVE,0.996452808380127,4,0,0,2018-01-11 14:09:28,False,,9840
2020-09-18,Pakistan,1306813120556474368,Muhamma26833939,Muhammad Usman,1,"@ImranKhanPTI 
Sir can you please ban all the nonsense of stage drama's in pakistan live and recorded ?? Full of vu… https://t.co/XVM8Ih6Rwi",,pakistan,NEGATIVE,-0.9809167981147766,0,0,0,2015-09-29 15:47:39,False,,76
2020-09-18,Pakistan,1306813118824083456,MovieShoovy,Movie Shoovy ®,11375,"We are loving #Ameera 's fashion sense already @iiqraaziz On sets of #Raqeebse @ Karachi, Pakistan https://t.co/7vtuMj2qEb",,Ameera,POSITIVE,0.9467839598655701,1,0,0,2011-01-13 18:09:44,False,karachi,59458
2020-09-18,Pakistan,1306813118824083456,MovieShoovy,Movie Shoovy ®,11375,"We are loving #Ameera 's fashion sense already @iiqraaziz On sets of #Raqeebse @ Karachi, Pakistan https://t.co/7vtuMj2qEb",,Karachi,POSITIVE,0.9467839598655701,1,0,0,2011-01-13 18:09:44,False,karachi,59458
2020-09-18,Pakistan,1306813118824083456,MovieShoovy,Movie Shoovy ®,11375,"We are loving #Ameera 's fashion sense already @iiqraaziz On sets of #Raqeebse @ Karachi, Pakistan https://t.co/7vtuMj2qEb",,Pakistan,POSITIVE,0.9467839598655701,1,0,0,2011-01-13 18:09:44,False,karachi,59458
2020-09-18,Pakistan,1306813118824083456,MovieShoovy,Movie Shoovy ®,11375,"We are loving #Ameera 's fashion sense already @iiqraaziz On sets of #Raqeebse @ Karachi, Pakistan https://t.co/7vtuMj2qEb",Hashtag,#Ameera,POSITIVE,0.9467839598655701,1,0,0,2011-01-13 18:09:44,False,karachi,59458
2020-09-18,Pakistan,1306813118824083456,MovieShoovy,Movie Shoovy ®,11375,"We are loving #Ameera 's fashion sense already @iiqraaziz On sets of #Raqeebse @ Karachi, Pakistan https://t.co/7vtuMj2qEb",Hashtag,#Raqeebse,POSITIVE,0.9467839598655701,1,0,0,2011-01-13 18:09:44,False,karachi,59458
2020-09-18,Pakistan,1306813115179425792,varma2707,Pradeep Varma,118,"@HuXijin_GT Who believes chinese, pakistan &amp; north korea. These are the Three rogue nations of the world .",,pakistan,NEGATIVE,-0.9950527548789978,0,0,0,2020-03-09 17:57:11,False,North America & HinduRastra ,2739
2020-09-18,Pakistan,1306813115179425792,varma2707,Pradeep Varma,118,"@HuXijin_GT Who believes chinese, pakistan &amp; north korea. These are the Three rogue nations of the world .",,north korea,NEGATIVE,-0.9950527548789978,0,0,0,2020-03-09 17:57:11,False,North America & HinduRastra ,2739
2020-09-18,Pakistan,1306813106996215811,LoshadSpaceport,Starships324,650,@ridathehanafi @FlagsMashupBot I thought that Pakistan wants to force everyone to become conservative Muslims. Is this accurate?,,Pakistan,NEGATIVE,-0.9999129772186279,0,0,0,2017-02-15 08:35:41,False,"Seremban, Malaysia",14771
2020-09-18,Pakistan,1306813106996215811,LoshadSpaceport,Starships324,650,@ridathehanafi @FlagsMashupBot I thought that Pakistan wants to force everyone to become conservative Muslims. Is this accurate?,,Muslims,NEGATIVE,-0.9999129772186279,0,0,0,2017-02-15 08:35:41,False,"Seremban, Malaysia",14771
2020-09-18,Pakistan,1306813091246731264,AttlP,ښفيق کاکړ Attl Panezai,176,"@SyedMuh68907538 Ponam.
Pakistan oppressed nationalist moment. In which all pashtoon baloch sindh and Siraiki natio… https://t.co/CjgraUJH8E",,Pakistan,NEGATIVE,-0.8670802712440491,0,0,0,2018-09-11 19:24:14,False,southern pashtonkwa Quetta ,2196
2020-09-18,Pakistan,1306813091246731264,AttlP,ښفيق کاکړ Attl Panezai,176,"@SyedMuh68907538 Ponam.
Pakistan oppressed nationalist moment. In which all pashtoon baloch sindh and Siraiki natio… https://t.co/CjgraUJH8E",,Siraiki,NEGATIVE,-0.8670802712440491,0,0,0,2018-09-11 19:24:14,False,southern pashtonkwa Quetta ,2196
2020-09-18,Pakistan,1306813082241507330,81ShahbazRana,Shahbaz Rana,17325,Wheat import matter gets murkier. ECC scraps import tender after food ministry played a spoiler role.Pakistan had d… https://t.co/9bIvBKEzpl,,ECC,NEGATIVE,-0.9997901320457458,0,0,0,2010-04-12 06:25:39,False,Islamabad,10525
2020-09-18,Pakistan,1306813051505577986,JaiBaghelKhand,Shivanshu Gupta,3,"@arslanrpk4 @trtworld @tiktok_us Pakistan takes indian water 
And we mix piss In it and send to Pakistan 
So that u drink our piss",,Pakistan,NEGATIVE,-0.9998000264167786,0,0,0,2020-09-08 15:02:29,False,"New Delhi, India",325
2020-09-18,Pakistan,1306813051505577986,JaiBaghelKhand,Shivanshu Gupta,3,"@arslanrpk4 @trtworld @tiktok_us Pakistan takes indian water 
And we mix piss In it and send to Pakistan 
So that u drink our piss",,indian,NEGATIVE,-0.9998000264167786,0,0,0,2020-09-08 15:02:29,False,"New Delhi, India",325
2020-09-18,Pakistan,1306813051505577986,JaiBaghelKhand,Shivanshu Gupta,3,"@arslanrpk4 @trtworld @tiktok_us Pakistan takes indian water 
And we mix piss In it and send to Pakistan 
So that u drink our piss",,Pakistan,NEGATIVE,-0.9998000264167786,0,0,0,2020-09-08 15:02:29,False,"New Delhi, India",325
2020-09-18,Pakistan,1306813050125561856,DayaAhuja1,Daya Ahuja,15,"#कांग्रेसी_बेरोजगार_है 
Congress sold India land to China and Pakistan and now blaming Pm Modi for this. 

Hair cut… https://t.co/QxHFF2isNg",,Congress,NEGATIVE,-0.9988162517547607,0,0,0,2020-05-30 05:46:25,False,,691
2020-09-18,Pakistan,1306813050125561856,DayaAhuja1,Daya Ahuja,15,"#कांग्रेसी_बेरोजगार_है 
Congress sold India land to China and Pakistan and now blaming Pm Modi for this. 

Hair cut… https://t.co/QxHFF2isNg",,India,NEGATIVE,-0.9988162517547607,0,0,0,2020-05-30 05:46:25,False,,691
2020-09-18,Pakistan,1306813050125561856,DayaAhuja1,Daya Ahuja,15,"#कांग्रेसी_बेरोजगार_है 
Congress sold India land to China and Pakistan and now blaming Pm Modi for this. 

Hair cut… https://t.co/QxHFF2isNg",,China,NEGATIVE,-0.9988162517547607,0,0,0,2020-05-30 05:46:25,False,,691
2020-09-18,Pakistan,1306813050125561856,DayaAhuja1,Daya Ahuja,15,"#कांग्रेसी_बेरोजगार_है 
Congress sold India land to China and Pakistan and now blaming Pm Modi for this. 

Hair cut… https://t.co/QxHFF2isNg",,Pakistan,NEGATIVE,-0.9988162517547607,0,0,0,2020-05-30 05:46:25,False,,691
2020-09-18,Pakistan,1306813050125561856,DayaAhuja1,Daya Ahuja,15,"#कांग्रेसी_बेरोजगार_है 
Congress sold India land to China and Pakistan and now blaming Pm Modi for this. 

Hair cut… https://t.co/QxHFF2isNg",,Modi,NEGATIVE,-0.9988162517547607,0,0,0,2020-05-30 05:46:25,False,,691
2020-09-18,Pakistan,1306813050125561856,DayaAhuja1,Daya Ahuja,15,"#कांग्रेसी_बेरोजगार_है 
Congress sold India land to China and Pakistan and now blaming Pm Modi for this. 

Hair cut… https://t.co/QxHFF2isNg",Hashtag,#क,NEGATIVE,-0.9988162517547607,0,0,0,2020-05-30 05:46:25,False,,691
2020-09-18,Pakistan,1306813035844075521,Nimmi098,ربط دل,469,"Pakistan wins stay in Reko Diq case, AGP terms it ‘victory’ https://t.co/LppUHBzYg5",,Pakistan,POSITIVE,0.9838841557502747,0,0,0,2020-07-02 17:10:09,False,,1131
2020-09-18,Pakistan,1306813035844075521,Nimmi098,ربط دل,469,"Pakistan wins stay in Reko Diq case, AGP terms it ‘victory’ https://t.co/LppUHBzYg5",,Reko Diq,POSITIVE,0.9838841557502747,0,0,0,2020-07-02 17:10:09,False,,1131
2020-09-18,Pakistan,1306813035844075521,Nimmi098,ربط دل,469,"Pakistan wins stay in Reko Diq case, AGP terms it ‘victory’ https://t.co/LppUHBzYg5",,AGP,POSITIVE,0.9838841557502747,0,0,0,2020-07-02 17:10:09,False,,1131
2020-09-18,Pakistan,1306813012779642881,_Emma_r3d,Emma 🍒 🌈 🇺🇸,684,@AdityaRajKaul And people from Pakistan cant defend this argument,,Pakistan,NEGATIVE,-0.8225148916244507,0,0,0,2020-06-11 12:27:04,False,"North Carolina, USA",13473
2020-09-18,Pakistan,1306813009663266818,fazalnadeem,Fazal Nadeem,2127,"Pakistan wins stay over $6 billion penalty in Reko Diq case

AGP office terms the development a ‘success’ for Pakis… https://t.co/q9Fk5Pm5RG",,Pakistan,POSITIVE,0.9433128833770752,0,0,0,2009-03-10 16:17:19,False,,14461
2020-09-18,Pakistan,1306813009663266818,fazalnadeem,Fazal Nadeem,2127,"Pakistan wins stay over $6 billion penalty in Reko Diq case

AGP office terms the development a ‘success’ for Pakis… https://t.co/q9Fk5Pm5RG",,Reko Diq,POSITIVE,0.9433128833770752,0,0,0,2009-03-10 16:17:19,False,,14461
2020-09-18,Pakistan,1306813009663266818,fazalnadeem,Fazal Nadeem,2127,"Pakistan wins stay over $6 billion penalty in Reko Diq case

AGP office terms the development a ‘success’ for Pakis… https://t.co/q9Fk5Pm5RG",,AGP,POSITIVE,0.9433128833770752,0,0,0,2009-03-10 16:17:19,False,,14461
